state,state_abbrev,county,fips,lat,long
Georgia,GA,Marion,13197,32.3483402,-84.52733571
Georgia,GA,McDuffie,13189,33.47851918,-82.48252774
Georgia,GA,McIntosh,13191,31.49683595,-81.40163426
Georgia,GA,Meriwether,13199,33.04163534,-84.68859732
Georgia,GA,Miller,13201,31.16568912,-84.73151117
Georgia,GA,Mitchell,13205,31.22483255,-84.19381821
Georgia,GA,Monroe,13207,33.014289,-83.92097166
Georgia,GA,Montgomery,13209,32.17201038,-82.53527476
Georgia,GA,Morgan,13211,33.59232073,-83.49129491
Georgia,GA,Murray,13213,34.78897608,-84.74993177
Georgia,GA,Muscogee,13215,32.50931999,-84.87142262
Georgia,GA,Newton,13217,33.55514538,-83.8454714
Georgia,GA,Oconee,13219,33.83749973,-83.43679568
Georgia,GA,Oglethorpe,13221,33.8786296,-83.08278123
Georgia,GA,Paulding,13223,33.91969522,-84.86848792
Georgia,GA,Peach,13225,32.56934316,-83.82937
Georgia,GA,Pickens,13227,34.46589159,-84.46406611
Georgia,GA,Pierce,13229,31.35928155,-82.21598442
Georgia,GA,Pike,13231,33.09310242,-84.38790389
Georgia,GA,Polk,13233,34.00267074,-85.18677781
Georgia,GA,Pulaski,13235,32.23334561,-83.4754996
Georgia,GA,Putnam,13237,33.32056115,-83.37552891
Georgia,GA,Quitman,13239,31.86728114,-85.01773177
Georgia,GA,Rabun,13241,34.88389445,-83.40304637
Georgia,GA,Randolph,13243,31.76622818,-84.75732369
Georgia,GA,Richmond,13245,33.35777107,-82.07026432
Georgia,GA,Rockdale,13247,33.65145002,-84.02202167
Georgia,GA,Schley,13249,32.2654021,-84.31258912
Georgia,GA,Screven,13251,32.74976524,-81.60779441
Georgia,GA,Seminole,13253,30.93464824,-84.86823924
Georgia,GA,Spalding,13255,33.26310031,-84.28013991
Georgia,GA,Stephens,13257,34.55151201,-83.29405315
Georgia,GA,Stewart,13259,32.07996777,-84.83208037
Georgia,GA,Sumter,13261,32.03650571,-84.19821492
Georgia,GA,Talbot,13263,32.69642758,-84.53351366
Georgia,GA,Taliaferro,13265,33.56543317,-82.88136816
Georgia,GA,Tattnall,13267,32.04785085,-82.05539188
Georgia,GA,Taylor,13269,32.55792548,-84.25077141
Georgia,GA,Telfair,13271,31.92829517,-82.93491155
Georgia,GA,Terrell,13273,31.77527543,-84.44069698
Georgia,GA,Thomas,13275,30.86392347,-83.91847289
Georgia,GA,Tift,13277,31.45743864,-83.5236119
Georgia,GA,Toombs,13279,32.12059861,-82.32957247
Georgia,GA,Towns,13281,34.91369188,-83.7410746
Georgia,GA,Treutlen,13283,32.40422134,-82.56904553
Georgia,GA,Troup,13285,33.03349196,-85.02812115
Georgia,GA,Turner,13287,31.71612656,-83.62069378
Georgia,GA,Twiggs,13289,32.67435595,-83.43078662
Georgia,GA,Union,13291,34.82995757,-83.98967069
Georgia,GA,Upson,13293,32.87920671,-84.30024826
Georgia,GA,Walker,13295,34.73376362,-85.30165174
Georgia,GA,Walton,13297,33.78017694,-83.73552314
Georgia,GA,Ware,13299,31.05449097,-82.42224148
Georgia,GA,Warren,13301,33.41146451,-82.67795848
Georgia,GA,Washington,13303,32.96711864,-82.79357039
Georgia,GA,Wayne,13305,31.5521809,-81.91894878
Georgia,GA,Webster,13307,32.04066113,-84.54742852
Georgia,GA,Wheeler,13309,32.12009104,-82.72574721
Georgia,GA,White,13311,34.64624278,-83.74905525
Georgia,GA,Whitfield,13313,34.80987459,-84.96093476
Georgia,GA,Wilcox,13315,31.97496928,-83.43438555
Georgia,GA,Wilkes,13317,33.78290391,-82.74286107
Georgia,GA,Wilkinson,13319,32.80291082,-83.17140684
Georgia,GA,Worth,13321,31.55162306,-83.85090513
Hawaii,HI,Hawaii,15001,19.60121157,-155.5210167
Hawaii,HI,Honolulu,15003,21.45803166,-157.9712182
Hawaii,HI,Kalawao,15005,21.17882515,-156.9583592
Hawaii,HI,Kauai,15007,22.03935037,-159.5966786
Hawaii,HI,Maui,15009,20.86399628,-156.5689097
Idaho,ID,Ada,16001,43.4526575,-116.2415516
Idaho,ID,Adams,16003,44.89333571,-116.4545247
Idaho,ID,Bannock,16005,42.67002716,-112.2233311
Idaho,ID,Bear Lake,16007,42.28269683,-111.3289238
Idaho,ID,Benewah,16009,47.21754179,-116.6586851
Idaho,ID,Bingham,16011,43.2167288,-112.3978437
Idaho,ID,Blaine,16013,43.4085812,-113.9752658
Idaho,ID,Boise,16015,43.98829931,-115.7309284
Idaho,ID,Bonner,16017,48.29996017,-116.6017932
Idaho,ID,Bonneville,16019,43.38713372,-111.6161537
Idaho,ID,Boundary,16021,48.76684761,-116.4630179
Idaho,ID,Butte,16023,43.72592209,-113.1735463
Idaho,ID,Camas,16025,43.46665742,-114.8065892
Idaho,ID,Canyon,16027,43.61970148,-116.7095499
Idaho,ID,Caribou,16029,42.77149116,-111.5597683
Idaho,ID,Cassia,16031,42.28347888,-113.6012409
Idaho,ID,Clark,16033,44.28496071,-112.3505704
Idaho,ID,Clearwater,16035,46.67459924,-115.6622393
Idaho,ID,Custer,16037,44.24186819,-114.2855494
Idaho,ID,Elmore,16039,43.3507101,-115.4701578
Idaho,ID,Franklin,16041,42.18332217,-111.8149666
Idaho,ID,Fremont,16043,44.22800938,-111.4809943
Idaho,ID,Gem,16045,44.06482372,-116.398376
Idaho,ID,Gooding,16047,42.96927962,-114.8108306
Idaho,ID,Idaho,16049,45.84721541,-115.4634436
Idaho,ID,Jefferson,16051,43.82078483,-112.3131749
Idaho,ID,Jerome,16053,42.68891267,-114.2655033
Idaho,ID,Kootenai,16055,47.67282258,-116.7020872
Idaho,ID,Latah,16057,46.81587887,-116.7113698
Idaho,ID,Lemhi,16059,44.9438088,-113.9309747
Idaho,ID,Lewis,16061,46.23315327,-116.434146
Idaho,ID,Lincoln,16063,43.0012336,-114.1358773
Idaho,ID,Madison,16065,43.78141028,-111.6538474
Idaho,ID,Minidoka,16067,42.85518524,-113.6357257
Idaho,ID,Nez Perce,16069,46.32638236,-116.7500975
Idaho,ID,Oneida,16071,42.1949428,-112.5407838
Idaho,ID,Owyhee,16073,42.58016894,-116.1693871
Idaho,ID,Payette,16075,44.00545243,-116.7647695
Idaho,ID,Power,16077,42.69254894,-112.8395742
Idaho,ID,Shoshone,16079,47.35364087,-115.8916749
Idaho,ID,Teton,16081,43.75303583,-111.2056773
Idaho,ID,Twin Falls,16083,42.35440512,-114.6685381
Idaho,ID,Valley,16085,44.76728382,-115.5676773
Idaho,ID,Washington,16087,44.45275475,-116.7847688
Illinois,IL,Adams,17001,39.98815591,-91.18786813
Illinois,IL,Alexander,17003,37.18049267,-89.32910838
Illinois,IL,Bond,17005,38.88829622,-89.43534887
Illinois,IL,Boone,17007,42.32359279,-88.82345779
Illinois,IL,Brown,17009,39.96209138,-90.75068024
Illinois,IL,Bureau,17011,41.40385234,-89.5283051
Illinois,IL,Calhoun,17013,39.16840183,-90.66330078
Illinois,IL,Carroll,17015,42.06823429,-89.93395545
Illinois,IL,Cass,17017,39.96991073,-90.24734436
Illinois,IL,Champaign,17019,40.13919438,-88.20046615
Illinois,IL,Christian,17021,39.54581621,-89.27780482
Illinois,IL,Clark,17023,39.33425789,-87.78705622
Illinois,IL,Clay,17025,38.75388572,-88.48914513
Illinois,IL,Clinton,17027,38.60704876,-89.42385254
Illinois,IL,Coles,17029,39.51949084,-88.22358557
Illinois,IL,Cook,17031,41.84144849,-87.81658794
Illinois,IL,Crawford,17033,39.0032229,-87.75954624
Illinois,IL,Cumberland,17035,39.27432424,-88.2401158
Illinois,IL,De Witt,17039,40.17514519,-88.90959682
Illinois,IL,DeKalb,17037,41.89373302,-88.76958483
Illinois,IL,Douglas,17041,39.76768052,-88.21854195
Illinois,IL,DuPage,17043,41.85116968,-88.08642662
Illinois,IL,Edgar,17045,39.6809186,-87.74759563
Illinois,IL,Edwards,17047,38.41353228,-88.05720863
Illinois,IL,Effingham,17049,39.05935711,-88.58969584
Illinois,IL,Fayette,17051,39.00072038,-89.02452658
Illinois,IL,Ford,17053,40.59706922,-88.22350769
Illinois,IL,Franklin,17055,37.99189086,-88.92567818
Illinois,IL,Fulton,17057,40.47289135,-90.20862357
Illinois,IL,Gallatin,17059,37.76430935,-88.22953869
Illinois,IL,Greene,17061,39.35907414,-90.388865
Illinois,IL,Grundy,17063,41.28569601,-88.41905692
Illinois,IL,Hamilton,17065,38.08163641,-88.53883373
Illinois,IL,Hancock,17067,40.40423981,-91.16313899
Illinois,IL,Hardin,17069,37.51810645,-88.26873022
Illinois,IL,Henderson,17071,40.81908672,-90.92491462
Illinois,IL,Henry,17073,41.3533994,-90.13296166
Illinois,IL,Iroquois,17075,40.74717633,-87.82466784
Illinois,IL,Jackson,17077,37.78595185,-89.38232563
Illinois,IL,Jasper,17079,39.01054275,-88.15437049
Illinois,IL,Jefferson,17081,38.29980057,-88.9240025
Illinois,IL,Jersey,17083,39.08869046,-90.35393073
Illinois,IL,Jo Daviess,17085,42.36542373,-90.21094405
Illinois,IL,Johnson,17087,37.45939802,-88.88165419
Illinois,IL,Kane,17089,41.93842729,-88.42861412
Illinois,IL,Kankakee,17091,41.13746989,-87.86205334
Illinois,IL,Kendall,17093,41.59081014,-88.42869583
Illinois,IL,Knox,17095,40.93148779,-90.2133034
Illinois,IL,Lake,17097,42.3224907,-88.00367925
Illinois,IL,LaSalle,17099,41.3442613,-88.88633881
Illinois,IL,Lawrence,17101,38.71987914,-87.72884035
Illinois,IL,Lee,17103,41.74583951,-89.29977132
Illinois,IL,Livingston,17105,40.89188292,-88.55784752
Illinois,IL,Logan,17107,40.12581572,-89.36638784
Illinois,IL,Macon,17115,39.86064913,-88.96342505
Illinois,IL,Macoupin,17117,39.26119767,-89.92424028
Illinois,IL,Madison,17119,38.83042506,-89.90422563
Illinois,IL,Marion,17121,38.64963204,-88.91899208
Illinois,IL,Marshall,17123,41.0327901,-89.34510444
Illinois,IL,Mason,17125,40.23917274,-89.91824452
Illinois,IL,Massac,17127,37.22078441,-88.71036614
Illinois,IL,McDonough,17109,40.45674722,-90.67775541
Illinois,IL,McHenry,17111,42.32451172,-88.45248227
Illinois,IL,McLean,17113,40.48996987,-88.84621113
Illinois,IL,Menard,17129,40.02742725,-89.80246001
Illinois,IL,Mercer,17131,41.20596782,-90.74290052
Illinois,IL,Monroe,17133,38.27594376,-90.17761038
Illinois,IL,Montgomery,17135,39.23198845,-89.47809254
Illinois,IL,Morgan,17137,39.71654544,-90.20255104
Illinois,IL,Moultrie,17139,39.64187451,-88.62099969
Illinois,IL,Ogle,17141,42.04165196,-89.32184679
Illinois,IL,Peoria,17143,40.78702156,-89.76078901
Illinois,IL,Perry,17145,38.08510853,-89.36856219
Illinois,IL,Piatt,17147,40.01360584,-88.59319339
Illinois,IL,Pike,17149,39.62265059,-90.8877017
Illinois,IL,Pope,17151,37.41391284,-88.56152109
Illinois,IL,Pulaski,17153,37.22631423,-89.13085001
Illinois,IL,Putnam,17155,41.2013541,-89.2869272
Illinois,IL,Randolph,17157,38.05095369,-89.82512254
Illinois,IL,Richland,17159,38.71240969,-88.08475366
Illinois,IL,Rock Island,17161,41.46613806,-90.57042164
Illinois,IL,Saline,17165,37.75332999,-88.54119706
Illinois,IL,Sangamon,17167,39.75836914,-89.65872023
Illinois,IL,Schuyler,17169,40.1571798,-90.61114163
Illinois,IL,Scott,17171,39.6429169,-90.47814431
Illinois,IL,Shelby,17173,39.39133527,-88.80611122
Illinois,IL,St. Clair,17163,38.46996033,-89.93063427
Illinois,IL,Stark,17175,41.09309773,-89.79745866
Illinois,IL,Stephenson,17177,42.35129217,-89.662598
Illinois,IL,Tazewell,17179,40.50716185,-89.51404662
Illinois,IL,Union,17181,37.47119609,-89.25548938
Illinois,IL,Vermilion,17183,40.18417171,-87.73384359
Illinois,IL,Wabash,17185,38.44272901,-87.84922065
Illinois,IL,Warren,17187,40.84925021,-90.6147432
Illinois,IL,Washington,17189,38.35309213,-89.40982703
Illinois,IL,Wayne,17191,38.42955355,-88.42586459
Illinois,IL,White,17193,38.08706198,-88.17657461
Illinois,IL,Whiteside,17195,41.75509713,-89.91556058
Illinois,IL,Will,17197,41.44619267,-87.97862712
Illinois,IL,Williamson,17199,37.73033511,-88.92994027
Illinois,IL,Winnebago,17201,42.33641854,-89.16085327
Illinois,IL,Woodford,17203,40.78579374,-89.20973757
Indiana,IN,Adams,18001,40.7457653,-84.93671406
Indiana,IN,Allen,18003,41.09194313,-85.06800636
Indiana,IN,Bartholomew,18005,39.20744865,-85.89558181
Indiana,IN,Benton,18007,40.60626947,-87.31093999
Indiana,IN,Blackford,18009,40.47388153,-85.32499702
Indiana,IN,Boone,18011,40.0509304,-86.46841646
Indiana,IN,Brown,18013,39.19605589,-86.22868909
Indiana,IN,Carroll,18015,40.5807832,-86.56198812
Indiana,IN,Cass,18017,40.76135835,-86.34830753
Indiana,IN,Clark,18019,38.48015445,-85.70510334
Indiana,IN,Clay,18021,39.39561833,-87.11723506
Indiana,IN,Clinton,18023,40.30319754,-86.47277257
Indiana,IN,Crawford,18025,38.28814402,-86.44518825
Indiana,IN,Daviess,18027,38.70186039,-87.07185406
Indiana,IN,Dearborn,18029,39.14647946,-84.97333539
Indiana,IN,Decatur,18031,39.30712658,-85.50087166
Indiana,IN,DeKalb,18033,41.39804622,-84.99906934
Indiana,IN,Delaware,18035,40.22787247,-85.39732772
Indiana,IN,Dubois,18037,38.36597551,-86.8792417
Indiana,IN,Elkhart,18039,41.59761169,-85.85875695
Indiana,IN,Fayette,18041,39.63684962,-85.17797541
Indiana,IN,Floyd,18043,38.32117957,-85.90385377
Indiana,IN,Fountain,18045,40.12361933,-87.24217689
Indiana,IN,Franklin,18047,39.4142482,-85.06062647
Indiana,IN,Fulton,18049,41.0469907,-86.26252745
Indiana,IN,Gibson,18051,38.30393723,-87.58054938
Indiana,IN,Grant,18053,40.51587228,-85.65468702
Indiana,IN,Greene,18055,39.03630547,-86.96223202
Indiana,IN,Hamilton,18057,40.07306535,-86.05244729
Indiana,IN,Hancock,18059,39.82304555,-85.77566351
Indiana,IN,Harrison,18061,38.19467379,-86.10948271
Indiana,IN,Hendricks,18063,39.76719009,-86.51037283
Indiana,IN,Henry,18065,39.93029017,-85.39625719
Indiana,IN,Howard,18067,40.48527731,-86.11351892
Indiana,IN,Huntington,18069,40.82907273,-85.48822092
Indiana,IN,Jackson,18071,38.9091582,-86.03851889
Indiana,IN,Jasper,18073,41.02078733,-87.11553319
Indiana,IN,Jay,18075,40.43781032,-85.00576229
Indiana,IN,Jefferson,18077,38.78576239,-85.43633383
Indiana,IN,Jennings,18079,38.99588883,-85.62710784
Indiana,IN,Johnson,18081,39.48994426,-86.10149107
Indiana,IN,Knox,18083,38.68861576,-87.4194665
Indiana,IN,Kosciusko,18085,41.24521668,-85.86312322
Indiana,IN,LaGrange,18087,41.64232188,-85.42674232
Indiana,IN,Lake,18089,41.41874274,-87.38277575
Indiana,IN,LaPorte,18091,41.54366008,-86.74072188
Indiana,IN,Lawrence,18093,38.84112637,-86.48361629
Indiana,IN,Madison,18095,40.16143691,-85.71964711
Indiana,IN,Marion,18097,39.78163624,-86.13826325
Indiana,IN,Marshall,18099,41.32467367,-86.26185087
Indiana,IN,Martin,18101,38.7099921,-86.80373186
Indiana,IN,Miami,18103,40.76940965,-86.04525048
Indiana,IN,Monroe,18105,39.16130004,-86.52414358
Indiana,IN,Montgomery,18107,40.04034823,-86.89335024
Indiana,IN,Morgan,18109,39.47899078,-86.44573375
Indiana,IN,Newton,18111,40.95610449,-87.39635768
Indiana,IN,Noble,18113,41.39672484,-85.41966713
Indiana,IN,Ohio,18115,38.955305,-84.96515993
Indiana,IN,Orange,18117,38.5411892,-86.49523093
Indiana,IN,Owen,18119,39.31145587,-86.83900724
Indiana,IN,Parke,18121,39.77202286,-87.20375833
Indiana,IN,Perry,18123,38.07809328,-86.63741946
Indiana,IN,Pike,18125,38.40112197,-87.23574907
Indiana,IN,Porter,18127,41.45986947,-87.06848888
Indiana,IN,Posey,18129,38.02097333,-87.86480429
Indiana,IN,Pulaski,18131,41.04166107,-86.69890683
Indiana,IN,Putnam,18133,39.66437981,-86.84517605
Indiana,IN,Randolph,18135,40.15734772,-85.01139319
Indiana,IN,Ripley,18137,39.10235626,-85.26212744
Indiana,IN,Rush,18139,39.62002287,-85.4655599
Indiana,IN,Scott,18143,38.68672078,-85.74627859
Indiana,IN,Shelby,18145,39.52305623,-85.7915857
Indiana,IN,Spencer,18147,38.01519732,-87.0079644
Indiana,IN,St. Joseph,18141,41.61756781,-86.29040834
Indiana,IN,Starke,18149,41.27890281,-86.64686895
Indiana,IN,Steuben,18151,41.64423868,-85.00101094
Indiana,IN,Sullivan,18153,39.08952258,-87.41414469
Indiana,IN,Switzerland,18155,38.82767338,-85.03022429
Indiana,IN,Tippecanoe,18157,40.38872739,-86.89413959
Indiana,IN,Tipton,18159,40.31123252,-86.05234925
Indiana,IN,Union,18161,39.62550777,-84.92497066
Indiana,IN,Vanderburgh,18163,38.02658833,-87.58763124
Indiana,IN,Vermillion,18165,39.8523352,-87.46160542
Indiana,IN,Vigo,18167,39.42944561,-87.39169027
Indiana,IN,Wabash,18169,40.84704239,-85.79328272
Indiana,IN,Warren,18171,40.34728141,-87.35602659
Indiana,IN,Warrick,18173,38.08922676,-87.2716085
Indiana,IN,Washington,18175,38.60219804,-86.1049363
Indiana,IN,Wayne,18177,39.8633444,-85.01044989
Indiana,IN,Wells,18179,40.72934187,-85.22132966
Indiana,IN,White,18181,40.74911165,-86.86492015
Indiana,IN,Whitley,18183,41.13863784,-85.50791236
Iowa,IA,Adair,19001,41.33075609,-94.47105874
Iowa,IA,Adams,19003,41.02903567,-94.69932645
Iowa,IA,Allamakee,19005,43.28383218,-91.37860922
Iowa,IA,Appanoose,19007,40.74324454,-92.86865906
Iowa,IA,Audubon,19009,41.6844628,-94.90581859
Iowa,IA,Benton,19011,42.08011739,-92.06463573
Iowa,IA,Black Hawk,19013,42.4704581,-92.30524729
Iowa,IA,Boone,19015,42.03657094,-93.9313999
Iowa,IA,Bremer,19017,42.77461496,-92.31795937
Iowa,IA,Buchanan,19019,42.4709188,-91.83510825
Iowa,IA,Buena Vista,19021,42.73545875,-95.15100162
Iowa,IA,Butler,19023,42.73172833,-92.79015971
Iowa,IA,Calhoun,19025,42.38521079,-94.64046046
Iowa,IA,Carroll,19027,42.03617207,-94.86032705
Iowa,IA,Cass,19029,41.33149454,-94.92792482
Iowa,IA,Cedar,19031,41.77233777,-91.13246684
Iowa,IA,Cerro Gordo,19033,43.08177563,-93.2612239
Iowa,IA,Cherokee,19035,42.73538914,-95.62389402
Iowa,IA,Chickasaw,19037,43.06001295,-92.31773347
Iowa,IA,Clarke,19039,41.02868181,-93.78499767
Iowa,IA,Clay,19041,43.08247182,-95.15096481
Iowa,IA,Clayton,19043,42.84443388,-91.34133693
Iowa,IA,Clinton,19045,41.89981633,-90.53275096
Iowa,IA,Crawford,19047,42.03718237,-95.3819718
Iowa,IA,Dallas,19049,41.68560356,-94.04127625
Iowa,IA,Davis,19051,40.74773536,-92.41005468
Iowa,IA,Decatur,19053,40.73742757,-93.78645949
Iowa,IA,Delaware,19055,42.47104597,-91.3664492
Iowa,IA,Des Moines,19057,40.92012606,-91.18326592
Iowa,IA,Dickinson,19059,43.37787725,-95.1510206
Iowa,IA,Dubuque,19061,42.46815349,-90.88181925
Iowa,IA,Emmet,19063,43.37782951,-94.67858943
Iowa,IA,Fayette,19065,42.86271799,-91.8441231
Iowa,IA,Floyd,19067,43.0600053,-92.78940097
Iowa,IA,Franklin,19069,42.73270384,-93.26256925
Iowa,IA,Fremont,19071,40.7454272,-95.60129045
Iowa,IA,Greene,19073,42.03614551,-94.39658081
Iowa,IA,Grundy,19075,42.40183723,-92.78829551
Iowa,IA,Guthrie,19077,41.68378965,-94.50111014
Iowa,IA,Hamilton,19079,42.38382428,-93.70197703
Iowa,IA,Hancock,19081,43.08178477,-93.73454884
Iowa,IA,Hardin,19083,42.38353877,-93.23654611
Iowa,IA,Harrison,19085,41.68330137,-95.81558439
Iowa,IA,Henry,19087,40.98767962,-91.54436349
Iowa,IA,Howard,19089,43.35671042,-92.31702714
Iowa,IA,Humboldt,19091,42.7764426,-94.20722537
Iowa,IA,Ida,19093,42.38696136,-95.51355387
Iowa,IA,Iowa,19095,41.68630265,-92.0643373
Iowa,IA,Jackson,19097,42.17178824,-90.57354837
Iowa,IA,Jasper,19099,41.68576082,-93.05567785
Iowa,IA,Jefferson,19101,41.03192394,-91.94849466
Iowa,IA,Johnson,19103,41.67169354,-91.58754744
Iowa,IA,Jones,19105,42.12118609,-91.13139641
Iowa,IA,Keokuk,19107,41.33649833,-92.1785067
Iowa,IA,Kossuth,19109,43.20405458,-94.20691791
Iowa,IA,Lee,19111,40.64181461,-91.48183025
Iowa,IA,Linn,19113,42.07923082,-91.59809485
Iowa,IA,Louisa,19115,41.21842119,-91.26102611
Iowa,IA,Lucas,19117,41.02958964,-93.32780803
Iowa,IA,Lyon,19119,43.38107862,-96.20926845
Iowa,IA,Madison,19121,41.33081904,-94.01554631
Iowa,IA,Mahaska,19123,41.33521503,-92.64083907
Iowa,IA,Marion,19125,41.33445101,-93.09934783
Iowa,IA,Marshall,19127,42.03586837,-92.9990819
Iowa,IA,Mills,19129,41.03299766,-95.61920963
Iowa,IA,Mitchell,19131,43.35638371,-92.78887719
Iowa,IA,Monona,19133,42.05220391,-95.95743843
Iowa,IA,Monroe,19135,41.02988815,-92.8690667
Iowa,IA,Montgomery,19137,41.03018714,-95.15642896
Iowa,IA,Muscatine,19139,41.48370744,-91.1121697
Iowa,IA,O'Brien,19141,43.08310673,-95.62474482
Iowa,IA,Osceola,19143,43.37824276,-95.62422844
Iowa,IA,Page,19145,40.7393172,-95.1497813
Iowa,IA,Palo Alto,19147,43.08193849,-94.67824621
Iowa,IA,Plymouth,19149,42.737633,-96.21366621
Iowa,IA,Pocahontas,19151,42.73420133,-94.67862564
Iowa,IA,Polk,19153,41.68679484,-93.57767461
Iowa,IA,Pottawattamie,19155,41.33640314,-95.53907776
Iowa,IA,Poweshiek,19157,41.68625425,-92.53155731
Iowa,IA,Ringgold,19159,40.73518949,-94.24368535
Iowa,IA,Sac,19161,42.38624071,-95.10547892
Iowa,IA,Scott,19163,41.63935978,-90.61959493
Iowa,IA,Shelby,19165,41.6850066,-95.31015553
Iowa,IA,Sioux,19167,43.08221074,-96.1767568
Iowa,IA,Story,19169,42.03621213,-93.46499005
Iowa,IA,Tama,19171,42.07991767,-92.53266945
Iowa,IA,Taylor,19173,40.73710579,-94.69778563
Iowa,IA,Union,19175,41.0277278,-94.24234847
Iowa,IA,Van Buren,19177,40.75326764,-91.95017958
Iowa,IA,Wapello,19179,41.03064984,-92.40954728
Iowa,IA,Warren,19181,41.33559454,-93.56007641
Iowa,IA,Washington,19183,41.33577126,-91.71725711
Iowa,IA,Wayne,19185,40.73969028,-93.32752197
Iowa,IA,Webster,19187,42.42853483,-94.17987389
Iowa,IA,Winnebago,19189,43.37751174,-93.73407298
Iowa,IA,Winneshiek,19191,43.29094334,-91.84422722
Iowa,IA,Woodbury,19193,42.38979414,-96.0459439
Iowa,IA,Worth,19195,43.37750768,-93.26087602
Iowa,IA,Wright,19197,42.73305373,-93.73515113
Kansas,KS,Allen,20001,37.88582951,-95.30030847
Kansas,KS,Anderson,20003,38.21413251,-95.29272815
Kansas,KS,Atchison,20005,39.53185661,-95.30870026
Kansas,KS,Barber,20007,37.2288586,-98.68460053
Kansas,KS,Barton,20009,38.47889676,-98.75636726
Kansas,KS,Bourbon,20011,37.85508555,-94.84865997
Kansas,KS,Brown,20013,39.82652589,-95.56421698
Kansas,KS,Butler,20015,37.78134351,-96.83878537
Kansas,KS,Chase,20017,38.30292938,-96.59563862
Kansas,KS,Chautauqua,20019,37.14994405,-96.2454192
Kansas,KS,Cherokee,20021,37.16928494,-94.8462897
Kansas,KS,Cheyenne,20023,39.78580976,-101.7318201
Kansas,KS,Clark,20025,37.23577007,-99.81883015
Kansas,KS,Clay,20027,39.34948772,-97.16518128
Kansas,KS,Cloud,20029,39.48028352,-97.64925343
Kansas,KS,Coffey,20031,38.2365018,-95.73379515
Kansas,KS,Comanche,20033,37.1911452,-99.27113247
Kansas,KS,Cowley,20035,37.23781842,-96.83776647
Kansas,KS,Crawford,20037,37.50675523,-94.85245778
Kansas,KS,Decatur,20039,39.78468441,-100.4594081
Kansas,KS,Dickinson,20041,38.86600962,-97.15532383
Kansas,KS,Doniphan,20043,39.79067154,-95.14056866
Kansas,KS,Douglas,20045,38.88503636,-95.2925121
Kansas,KS,Edwards,20047,37.88735543,-99.31263309
Kansas,KS,Elk,20049,37.45338105,-96.24369667
Kansas,KS,Ellis,20051,38.91458712,-99.31751551
Kansas,KS,Ellsworth,20053,38.69677695,-98.20462799
Kansas,KS,Finney,20055,38.04340344,-100.7381938
Kansas,KS,Ford,20057,37.69200114,-99.88825298
Kansas,KS,Franklin,20059,38.56443815,-95.28644341
Kansas,KS,Geary,20061,38.99871131,-96.7577178
Kansas,KS,Gove,20063,38.91588178,-100.4829321
Kansas,KS,Graham,20065,39.34987223,-99.88332493
Kansas,KS,Grant,20067,37.56227336,-101.3079758
Kansas,KS,Gray,20069,37.73836671,-100.4369088
Kansas,KS,Greeley,20071,38.4808095,-101.8061079
Kansas,KS,Greenwood,20073,37.8774388,-96.23250453
Kansas,KS,Hamilton,20075,37.99978709,-101.7921066
Kansas,KS,Harper,20077,37.19175361,-98.07578384
Kansas,KS,Harvey,20079,38.04293782,-97.42747573
Kansas,KS,Haskell,20081,37.5620394,-100.8710738
Kansas,KS,Hodgeman,20083,38.08780079,-99.89829881
Kansas,KS,Jackson,20085,39.41673394,-95.79356799
Kansas,KS,Jefferson,20087,39.2347941,-95.38289232
Kansas,KS,Jewell,20089,39.78470589,-98.21820662
Kansas,KS,Johnson,20091,38.88548175,-94.82250877
Kansas,KS,Kearny,20093,38.00017981,-101.321681
Kansas,KS,Kingman,20095,37.55909527,-98.13638678
Kansas,KS,Kiowa,20097,37.55848695,-99.2856537
Kansas,KS,Labette,20099,37.19113093,-95.29849679
Kansas,KS,Lane,20101,38.48119447,-100.4660754
Kansas,KS,Leavenworth,20103,39.20183497,-95.03620809
Kansas,KS,Lincoln,20105,39.04549684,-98.20756994
Kansas,KS,Linn,20107,38.21267844,-94.84254089
Kansas,KS,Logan,20109,38.91735806,-101.148475
Kansas,KS,Lyon,20111,38.45576156,-96.15275715
Kansas,KS,Marion,20115,38.35855394,-97.0985251
Kansas,KS,Marshall,20117,39.78359669,-96.52278974
Kansas,KS,McPherson,20113,38.39184858,-97.64769869
Kansas,KS,Meade,20119,37.23859987,-100.364831
Kansas,KS,Miami,20121,38.56383358,-94.83832189
Kansas,KS,Mitchell,20123,39.39331582,-98.20906732
Kansas,KS,Montgomery,20125,37.19236568,-95.74329258
Kansas,KS,Morris,20127,38.68827511,-96.65128437
Kansas,KS,Morton,20129,37.19141121,-101.7992519
Kansas,KS,Nemaha,20131,39.78345387,-96.01392079
Kansas,KS,Neosho,20133,37.55862897,-95.30670046
Kansas,KS,Ness,20135,38.47974157,-99.91547333
Kansas,KS,Norton,20137,39.78443827,-99.90286639
Kansas,KS,Osage,20139,38.65235984,-95.72707998
Kansas,KS,Osborne,20141,39.3503437,-98.76753828
Kansas,KS,Ottawa,20143,39.13237408,-97.65020313
Kansas,KS,Pawnee,20145,38.18108732,-99.23692334
Kansas,KS,Phillips,20147,39.78465501,-99.34668865
Kansas,KS,Pottawatomie,20149,39.37925655,-96.34564657
Kansas,KS,Pratt,20151,37.64780729,-98.73922153
Kansas,KS,Rawlins,20153,39.78525843,-101.0761617
