state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
US,United States,11APR2020,414295,381181,447409,380439,52.1,50.7,53.5,81649,70821,92477,10.3,9.1,11.4,70034,62175,77892,50609,58.5,56.0,61.0,
US,United States,12APR2020,413890,381187,446593,381228,51.7,50.4,53.1,80986,69945,92027,10.1,8.9,11.3,67806,60362,75250,51063,57.2,54.5,59.9,
US,United States,13APR2020,417660,383695,451625,382510,52.4,51.0,53.7,83106,71912,94301,10.4,9.2,11.6,65496,57295,73698,53183,58.7,55.9,61.4,
US,United States,14APR2020,431159,400980,461338,365602,53.6,52.2,54.9,82863,70889,94836,10.3,9.0,11.6,65998,60001,71995,46269,59.7,57.5,61.9,
US,United States,15APR2020,432509,403120,461897,376075,53.7,52.4,55.0,80952,69283,92621,10.1,8.8,11.3,67000,61139,72862,44517,60.1,58.1,62.0,
US,United States,16APR2020,428759,400476,457041,376342,53.6,52.3,54.9,79867,68471,91263,10.0,8.8,11.2,65963,60420,71506,46716,58.6,56.6,60.7,
US,United States,17APR2020,425143,397506,452780,370290,53.5,52.2,54.8,77777,66840,88714,9.8,8.7,10.9,66410,60928,71892,45397,59.2,57.2,61.2,
US,United States,18APR2020,417285,390361,444208,380005,52.3,51.1,53.6,74901,64362,85440,9.4,8.3,10.5,65651,60227,71075,47639,58.1,56.2,60.1,
US,United States,19APR2020,416325,389366,443284,381519,52.2,50.9,53.4,75852,65404,86300,9.5,8.4,10.6,65609,60282,70935,47219,58.1,56.2,60.1,
US,United States,20APR2020,427365,400006,454725,365570,53.6,52.4,54.8,77167,66830,87504,9.7,8.6,10.7,66444,61104,71784,46141,58.7,56.8,60.6,
US,United States,21APR2020,437884,410053,465715,354144,55.1,53.9,56.4,80418,69508,91329,10.1,9.0,11.2,67687,62204,73169,45151,59.8,57.9,61.7,
US,United States,22APR2020,442201,413478,470924,348125,55.6,54.3,56.8,79819,68873,90765,10.0,8.9,11.1,68145,62362,73929,44133,60.3,58.3,62.2,
US,United States,23APR2020,442042,413239,470844,344932,56.0,54.7,57.2,78755,67983,89527,10.0,8.9,11.1,68042,62138,73946,43865,60.5,58.6,62.5,
US,United States,24APR2020,437014,408145,465883,351348,55.5,54.3,56.8,76930,66490,87369,9.8,8.7,10.8,68209,62313,74106,44654,60.1,58.1,62.0,
US,United States,25APR2020,425163,396693,453634,362704,54.0,52.8,55.3,75266,65070,85463,9.6,8.5,10.6,66790,60825,72755,45980,59.3,57.2,61.3,
US,United States,26APR2020,423437,395184,451689,364196,53.8,52.5,55.0,76092,65809,86375,9.7,8.6,10.7,65698,59975,71422,46941,58.3,56.4,60.3,
US,United States,27APR2020,437145,408245,466044,354213,55.4,54.2,56.7,77955,67674,88236,9.9,8.8,10.9,66230,60479,71981,47132,58.6,56.7,60.6,
US,United States,28APR2020,449088,419827,478348,342500,56.7,55.5,57.9,77123,67186,87061,9.7,8.8,10.7,67288,61548,73027,45325,59.3,57.4,61.2,
US,United States,29APR2020,455121,425804,484437,342463,57.5,56.3,58.7,76616,66963,86269,9.7,8.7,10.6,67405,61736,73074,48022,59.7,57.9,61.5,
US,United States,30APR2020,452248,423184,481312,346680,56.7,55.5,57.9,73562,64396,82727,9.2,8.3,10.1,67875,62158,73592,47861,58.7,56.9,60.5,
US,United States,01MAY2020,451678,423338,480018,349297,56.4,55.3,57.6,72837,64263,81412,9.1,8.3,9.9,67851,62470,73232,46495,59.1,57.3,60.9,
US,United States,02MAY2020,435816,409114,462518,366337,54.6,53.5,55.7,70710,62422,78998,8.9,8.0,9.7,67486,62186,72786,48199,58.9,57.2,60.7,
US,United States,03MAY2020,433253,405910,460596,375108,53.9,52.7,55.0,70400,61758,79041,8.8,7.9,9.6,67343,61972,72714,49145,58.1,56.4,59.9,
US,United States,04MAY2020,446439,417551,475328,362412,55.3,54.1,56.4,71194,63013,79375,8.8,8.0,9.6,67724,62073,73374,48968,58.1,56.3,59.9,
US,United States,05MAY2020,464932,434805,495059,344269,57.3,56.2,58.5,69363,61467,77260,8.6,7.8,9.3,70083,64235,75932,47290,60.0,58.2,61.8,
US,United States,06MAY2020,471532,442410,500653,331544,58.5,57.4,59.6,68790,62153,75426,8.5,7.9,9.2,69347,63742,74953,47640,59.3,57.4,61.2,
US,United States,07MAY2020,467842,437583,498101,341182,57.9,56.8,59.0,65929,59549,72310,8.2,7.6,8.7,69487,63500,75475,47202,59.4,57.7,61.2,
US,United States,08MAY2020,468403,437016,499789,337753,58.1,56.9,59.2,64232,57550,70914,8.0,7.3,8.6,69840,63774,75906,45686,59.8,58.0,61.5,
US,United States,09MAY2020,454588,428277,480898,372947,56.2,55.1,57.3,62448,56268,68628,7.7,7.1,8.3,70429,64952,75906,51785,60.8,58.6,62.9,
US,United States,10MAY2020,460190,432765,487615,349632,55.6,54.6,56.7,67467,61257,73678,8.2,7.6,8.7,71939,66390,77488,42732,59.1,57.4,60.9,
US,United States,11MAY2020,454392,425980,482804,353751,56.1,55.0,57.1,62239,56152,68325,7.7,7.1,8.2,67783,62315,73251,45289,59.1,57.3,60.9,
US,United States,12MAY2020,472224,443654,500795,339900,58.2,57.2,59.2,62021,56172,67871,7.6,7.1,8.2,69584,64154,75015,44533,61.0,59.3,62.8,
US,United States,13MAY2020,484628,452212,517044,324410,59.8,58.7,60.8,60413,54740,66086,7.5,7.0,7.9,69788,63674,75901,43227,61.4,59.5,63.3,
US,United States,14MAY2020,488738,461344,516133,325778,60.4,59.4,61.4,59393,54046,64739,7.3,6.9,7.8,69607,64532,74683,46538,61.8,60.1,63.4,
US,United States,15MAY2020,480977,453983,507972,330105,59.3,58.3,60.3,58846,53639,64053,7.3,6.8,7.7,69762,64685,74840,45936,60.1,58.4,61.8,
US,United States,16MAY2020,466960,440296,493625,341035,57.5,56.5,58.6,56698,51656,61740,7.0,6.5,7.4,68538,63540,73537,45877,59.4,57.7,61.1,
US,United States,17MAY2020,454130,427693,480567,352967,56.2,55.1,57.3,55531,50407,60656,6.9,6.4,7.3,66086,61127,71045,47994,57.9,56.2,59.5,
US,United States,18MAY2020,465457,437569,493345,344220,57.6,56.5,58.7,57537,52241,62833,7.1,6.6,7.6,66870,61682,72058,47399,58.7,57.0,60.4,
US,United States,19MAY2020,490647,460786,520508,320750,60.5,59.4,61.6,58049,52558,63540,7.2,6.7,7.6,69584,64086,75083,45252,60.9,59.1,62.7,
US,United States,20MAY2020,503205,472828,533583,308092,61.9,60.8,63.0,56855,51949,61762,7.0,6.6,7.4,70997,65473,76521,42687,61.9,60.2,63.6,
US,United States,21MAY2020,502600,471739,533461,308308,61.9,60.8,63.1,55860,50865,60855,6.9,6.4,7.3,71633,65999,77267,41320,63.0,61.3,64.6,
US,United States,22MAY2020,497703,462415,532992,310834,61.4,60.0,62.8,53889,47125,60653,6.6,6.0,7.3,71481,64859,78103,41985,63.4,61.8,65.1,
US,United States,23MAY2020,481444,447273,515616,328008,59.7,58.4,61.1,53478,46023,60933,6.6,5.9,7.4,70590,64104,77076,42790,62.4,60.8,64.0,
US,United States,24MAY2020,465552,431877,499227,342630,57.9,56.4,59.3,52508,46039,58977,6.5,5.9,7.1,68447,62051,74843,44453,60.8,59.1,62.4,
US,United States,25MAY2020,466230,432264,500197,343029,57.9,56.4,59.3,52646,46306,58985,6.5,6.0,7.1,66663,60449,72876,46353,59.1,57.5,60.8,
US,United States,26MAY2020,477498,443160,511836,332814,59.2,57.7,60.6,52754,46601,58908,6.5,6.0,7.1,67620,61316,73924,45578,59.9,58.2,61.6,
AK,Alaska,01APR2020,596,64,1504,328,49.0,38.6,59.5,44,4,120,4.1,2.2,5.9,83,1,236,67,51.4,9.6,93.2,
AK,Alaska,02APR2020,588,64,1465,336,48.2,40.5,55.8,56,4,158,5.4,2.7,8.0,73,1,202,77,44.8,14.3,75.2,
AK,Alaska,03APR2020,574,64,1428,350,46.6,36.6,56.7,52,4,145,4.9,2.6,7.3,65,1,170,85,39.4,21.2,57.6,
AK,Alaska,04APR2020,590,64,1408,334,48.4,36.0,60.8,17,4,38,1.1,0.0,2.6,68,1,173,82,41.4,20.4,62.5,
AK,Alaska,05APR2020,583,2,1388,642,47.6,31.1,64.1,21,0,59,1.7,0.0,4.9,82,0,211,82,50.1,20.8,79.4,
AK,Alaska,06APR2020,601,19,1453,624,49.0,30.7,67.4,7,0,19,0.6,0.0,1.2,79,1,212,85,48.4,16.5,80.3,
AK,Alaska,07APR2020,541,0,1349,684,44.1,25.9,62.4,8,0,19,0.6,0.0,1.2,73,0,175,91,44.2,29.5,58.9,
AK,Alaska,08APR2020,583,0,1414,642,47.6,30.2,64.9,2,0,6,0.1,0.0,0.5,61,0,155,103,37.4,21.4,53.4,
AK,Alaska,09APR2020,642,0,1531,583,52.4,35.5,69.2,25,0,69,2.1,0.0,6.0,62,0,149,103,37.5,24.8,50.2,
AK,Alaska,10APR2020,555,0,1393,670,52.7,41.3,64.1,25,0,68,2.2,0.1,5.8,51,0,146,113,36.9,21.6,52.2,
AK,Alaska,11APR2020,591,0,1275,461,56.2,41.8,70.6,1,0,9,0.1,0.0,0.8,67,0,160,75,47.0,21.4,72.7,
AK,Alaska,12APR2020,556,1,1244,496,52.8,34.5,71.2,4,0,19,0.4,0.0,1.8,65,0,158,77,45.6,18.1,73.1,
AK,Alaska,13APR2020,545,6,1286,507,51.8,28.0,75.6,5,5,0,0.5,0.5,0.0,79,2,191,63,55.3,29.7,80.9,
AK,Alaska,14APR2020,615,94,1307,437,46.9,25.8,68.1,8,8,0,0.5,0.5,0.0,76,6,182,66,48.4,22.1,74.8,
AK,Alaska,15APR2020,723,111,1416,579,42.6,24.8,60.4,27,23,32,1.5,1.2,1.9,110,30,217,46,40.1,18.7,61.4,
AK,Alaska,16APR2020,666,2,1359,1037,39.1,19.9,58.4,22,2,51,1.3,0.1,2.5,113,2,234,156,41.8,13.7,70.0,
AK,Alaska,17APR2020,640,0,1309,1063,37.6,19.0,56.2,17,0,41,1.0,0.1,1.9,102,0,208,167,38.0,15.7,60.2,
AK,Alaska,18APR2020,612,1,1230,1091,36.0,19.2,52.7,24,0,58,1.4,0.0,2.9,106,4,208,163,39.3,19.6,59.1,
AK,Alaska,19APR2020,608,0,1227,1095,35.7,18.9,52.5,20,0,52,1.2,0.0,2.7,98,4,192,171,36.4,14.1,58.7,
AK,Alaska,20APR2020,629,1,1325,1074,36.9,16.9,56.9,18,0,48,1.1,0.0,2.5,99,1,197,170,36.9,23.4,50.3,
AK,Alaska,21APR2020,655,0,1402,1048,38.5,16.5,60.4,20,0,51,1.2,0.0,2.6,98,2,208,171,36.3,8.4,64.3,
AK,Alaska,22APR2020,720,112,1499,863,42.5,18.1,66.9,33,2,79,2.0,0.0,4.3,98,21,198,127,36.7,8.3,65.1,
AK,Alaska,23APR2020,595,0,1340,988,37.6,14.7,60.5,18,0,44,1.1,0.0,2.6,63,0,152,162,27.8,0.0,56.6,
AK,Alaska,24APR2020,606,147,1065,870,38.3,23.5,53.1,12,0,35,0.7,0.0,1.9,82,12,152,128,36.7,14.7,58.6,
AK,Alaska,25APR2020,508,66,949,969,34.4,19.2,49.6,17,0,41,1.1,0.0,2.6,69,5,133,141,32.8,11.2,54.3,
AK,Alaska,26APR2020,568,72,1063,909,38.4,25.1,51.8,44,0,108,3.0,0.0,6.2,74,0,152,136,35.0,7.5,62.5,
AK,Alaska,27APR2020,619,33,1205,858,41.9,26.4,57.5,51,0,134,3.5,0.0,7.5,71,1,148,139,33.9,18.5,49.4,
AK,Alaska,28APR2020,638,27,1248,839,43.2,28.8,57.6,43,0,111,2.9,0.0,6.1,79,4,154,131,37.6,16.8,58.4,
AK,Alaska,29APR2020,605,28,1181,872,40.9,26.8,55.1,40,0,100,2.7,0.0,5.6,72,0,145,138,34.4,12.3,56.6,
AK,Alaska,30APR2020,496,78,913,981,33.6,20.5,46.6,8,0,20,0.5,0.0,1.3,63,7,120,147,30.2,8.3,52.0,
AK,Alaska,01MAY2020,625,41,1210,851,42.3,30.5,54.2,20,1,46,1.3,0.1,2.6,75,0,153,135,35.6,16.4,54.9,
AK,Alaska,02MAY2020,638,85,1192,838,43.2,32.4,54.1,29,0,71,2.0,0.0,4.0,66,1,131,144,31.6,13.3,49.9,
AK,Alaska,03MAY2020,523,80,966,841,35.2,19.5,50.8,11,2,24,0.7,0.1,1.6,54,6,107,138,25.1,0.1,54.2,
AK,Alaska,04MAY2020,503,34,971,862,36.8,21.1,52.5,7,0,20,0.5,0.0,1.4,66,0,132,126,34.3,6.9,61.6,
AK,Alaska,05MAY2020,539,52,1027,825,39.5,23.3,55.7,6,0,20,0.5,0.0,1.4,62,0,127,130,32.1,0.8,63.3,
AK,Alaska,06MAY2020,615,68,1163,749,45.1,26.7,63.5,12,0,27,0.9,0.0,1.7,64,1,128,128,33.2,6.3,60.1,
AK,Alaska,07MAY2020,625,111,1139,338,46.9,28.0,65.9,12,2,31,0.9,0.0,2.7,59,13,115,20,26.5,2.3,50.7,
AK,Alaska,08MAY2020,537,45,1068,475,55.6,28.0,83.2,5,0,17,0.5,0.0,1.8,57,0,121,36,71.6,56.7,86.4,
AK,Alaska,09MAY2020,469,0,962,627,46.3,20.7,71.9,18,0,49,1.7,0.0,4.3,69,0,155,11,73.8,0.0,73.8,
AK,Alaska,10MAY2020,535,96,994,393,48.5,26.6,70.4,21,7,48,2.0,0.5,4.8,82,18,165,0,100.0,21.7,100.0,
AK,Alaska,11MAY2020,457,0,957,471,49.2,25.8,72.7,11,0,34,1.2,0.0,3.4,57,0,125,22,72.8,55.2,90.3,
AK,Alaska,12MAY2020,451,0,941,561,48.7,25.5,72.0,15,4,39,1.7,0.5,4.0,53,0,122,40,69.1,23.4,100.0,
AK,Alaska,13MAY2020,488,0,1482,1032,48.8,26.8,70.8,24,5,52,2.0,0.8,3.5,78,0,264,143,76.7,57.9,95.4,
AK,Alaska,14MAY2020,867,10,1885,565,57.1,38.5,75.7,12,1,27,0.8,0.3,1.3,150,6,330,52,68.3,42.9,93.7,
AK,Alaska,15MAY2020,846,2,1856,586,59.1,39.8,78.4,8,0,20,0.6,0.1,1.0,130,0,303,72,64.3,49.0,79.5,
AK,Alaska,16MAY2020,831,127,1536,493,58.1,42.8,73.3,12,0,27,0.8,0.0,1.6,134,12,280,53,66.1,54.0,78.2,
AK,Alaska,17MAY2020,751,173,1578,279,56.7,29.8,83.6,14,7,24,1.0,0.5,1.5,125,60,233,0,65.1,44.6,85.6,
AK,Alaska,18MAY2020,555,1,1456,475,53.9,19.1,88.6,8,1,18,0.8,0.3,1.3,65,0,178,24,73.2,52.5,93.9,
AK,Alaska,19MAY2020,547,388,794,53,51.4,39.7,63.1,11,6,21,1.0,0.1,2.5,65,55,87,0,72.6,48.7,100.0,
AK,Alaska,20MAY2020,175,4,443,425,29.2,13.9,44.5,2,0,6,0.3,0.0,0.9,10,0,32,32,23.8,0.0,72.7,
AK,Alaska,21MAY2020,170,0,412,430,28.3,13.5,43.1,1,0,3,0.2,0.0,0.5,11,0,35,31,26.2,0.0,80.0,
AK,Alaska,22MAY2020,169,69,414,81,29.0,29.0,29.0,6,0,21,1.5,1.5,1.5,16,6,40,0,36.1,36.1,36.1,
AK,Alaska,23MAY2020,99,0,341,151,39.6,39.6,39.6,3,0,10,1.2,1.2,1.2,10,0,34,4,71.4,71.4,71.4,
AK,Alaska,24MAY2020,91,0,314,159,36.4,36.4,36.4,7,0,24,2.8,2.8,2.8,11,0,38,3,78.6,78.6,78.6,
AK,Alaska,25MAY2020,82,0,283,168,32.8,32.8,32.8,6,0,21,2.4,2.4,2.4,12,0,41,2,85.7,85.7,85.7,
AK,Alaska,26MAY2020,80,0,276,170,32.0,32.0,32.0,4,0,14,1.6,1.6,1.6,4,0,14,10,28.6,28.6,28.6,
AL,Alabama,15APR2020,8993,5366,12620,7149,55.5,50.6,60.4,876,488,1263,5.4,3.8,7.0,1516,772,2260,783,65.8,60.2,71.4,
AL,Alabama,16APR2020,9058,5358,12757,7121,57.6,52.8,62.3,889,477,1302,5.7,3.9,7.4,1445,701,2190,864,64.9,58.7,71.2,
AL,Alabama,17APR2020,9149,5497,12801,6677,57.9,52.1,63.8,791,161,1421,5.0,1.5,8.5,1504,767,2241,723,67.4,60.3,74.5,
AL,Alabama,18APR2020,8849,5247,12452,7008,55.4,49.6,61.2,712,177,1247,4.5,1.5,7.4,1556,797,2314,687,67.3,60.2,74.4,
AL,Alabama,19APR2020,8856,5256,12455,7018,55.8,50.3,61.3,766,423,1109,4.8,3.3,6.3,1524,784,2265,786,66.0,59.5,72.5,
AL,Alabama,20APR2020,9033,5373,12692,6379,56.7,49.7,63.7,843,355,1332,5.3,2.9,7.7,1579,860,2299,528,69.0,62.3,75.6,
AL,Alabama,21APR2020,9019,5261,12777,6346,58.6,52.8,64.4,826,397,1255,5.4,3.4,7.4,1410,725,2096,701,67.0,59.5,74.5,
AL,Alabama,22APR2020,9361,5482,13241,6055,60.5,54.7,66.4,876,418,1333,5.7,3.4,7.9,1450,693,2207,647,67.8,60.3,75.4,
AL,Alabama,23APR2020,9373,5378,13368,6052,61.0,54.9,67.2,819,314,1323,5.3,2.9,7.8,1459,644,2274,646,69.6,62.1,77.2,
AL,Alabama,24APR2020,9462,5239,13686,6372,61.2,54.7,67.8,832,390,1274,5.4,3.3,7.5,1507,657,2357,654,71.7,64.6,78.8,
AL,Alabama,25APR2020,9577,5102,14053,6643,60.4,53.6,67.1,841,403,1280,5.3,3.3,7.3,1552,644,2461,665,71.9,62.9,80.9,
AL,Alabama,26APR2020,9517,5218,13817,6527,59.4,53.0,65.7,843,371,1316,5.3,3.1,7.4,1504,685,2322,701,67.7,61.0,74.4,
AL,Alabama,27APR2020,9568,5452,13685,6494,59.5,52.3,66.7,931,338,1524,5.8,2.9,8.7,1579,686,2472,606,71.8,61.6,82.0,
AL,Alabama,28APR2020,9513,5317,13709,6520,59.0,52.8,65.1,875,333,1418,5.4,2.7,8.1,1564,687,2441,615,71.7,63.2,80.3,
AL,Alabama,29APR2020,9905,5576,14235,6304,61.0,53.9,68.1,919,503,1336,5.7,3.9,7.4,1532,711,2353,651,70.3,61.3,79.3,
AL,Alabama,30APR2020,9700,5347,14053,6247,60.7,52.6,68.9,877,419,1334,5.5,3.4,7.5,1498,663,2333,695,68.3,59.6,76.9,
AL,Alabama,01MAY2020,9582,5114,14049,6447,59.9,51.8,68.0,980,359,1601,6.1,3.2,9.1,1511,645,2376,645,69.1,59.1,79.2,
AL,Alabama,02MAY2020,9264,4942,13586,6673,58.1,49.3,66.9,1071,485,1658,6.7,4.0,9.4,1474,625,2323,681,68.4,59.6,77.2,
AL,Alabama,03MAY2020,9320,4799,13841,6599,58.5,48.7,68.4,1051,526,1575,6.6,4.1,9.1,1479,644,2313,705,67.9,59.0,76.8,
AL,Alabama,04MAY2020,9535,5159,13912,6466,59.6,50.6,68.5,1000,393,1607,6.2,3.1,9.4,1500,638,2363,651,69.8,58.5,81.0,
AL,Alabama,05MAY2020,10119,5360,14877,6048,63.1,55.5,70.7,1027,515,1539,6.4,4.3,8.5,1546,640,2453,618,71.8,61.3,82.3,
AL,Alabama,06MAY2020,10469,5102,15835,5952,64.7,56.1,73.3,929,402,1456,5.7,3.6,7.9,1573,543,2604,600,71.7,62.3,81.0,
AL,Alabama,07MAY2020,10571,5015,16127,5306,64.5,53.9,75.2,965,176,1755,5.9,2.1,9.7,1568,457,2680,505,72.0,59.9,84.2,
AL,Alabama,08MAY2020,9892,4370,15415,5431,62.2,50.6,73.7,1003,441,1565,6.3,4.0,8.6,1494,533,2455,283,73.1,59.9,86.3,
AL,Alabama,09MAY2020,8714,4384,13044,6739,57.4,49.3,65.6,949,428,1471,6.3,3.9,8.6,1270,387,2153,625,71.2,58.3,84.2,
AL,Alabama,10MAY2020,9345,4645,14046,6650,60.6,51.8,69.5,939,412,1466,6.1,3.9,8.3,1360,431,2289,777,72.1,62.7,81.5,
AL,Alabama,11MAY2020,9736,4811,14661,6414,60.7,52.1,69.2,928,381,1475,5.8,3.3,8.3,1588,596,2580,566,74.2,65.0,83.4,
AL,Alabama,12MAY2020,10596,5512,15681,5094,65.7,57.6,73.8,988,506,1470,6.1,3.9,8.3,1631,701,2562,316,75.0,64.8,85.1,
AL,Alabama,13MAY2020,10213,5053,15372,5543,64.9,54.7,75.1,857,403,1310,5.4,3.3,7.6,1414,512,2316,463,72.5,63.3,81.7,
AL,Alabama,14MAY2020,10106,4851,15361,6157,64.2,56.4,71.9,720,238,1202,4.6,2.3,6.9,1367,367,2367,890,72.6,64.2,80.9,
AL,Alabama,15MAY2020,10831,5507,16155,5505,66.5,57.9,75.2,920,369,1471,5.7,3.1,8.2,1606,629,2584,622,71.1,63.1,79.2,
AL,Alabama,16MAY2020,10096,5117,15074,6198,62.0,54.7,69.2,904,424,1385,5.5,3.5,7.6,1624,619,2629,605,72.8,63.1,82.5,
AL,Alabama,17MAY2020,9965,5040,14890,6331,61.1,54.0,68.3,909,420,1398,5.6,3.4,7.7,1515,594,2437,716,67.9,59.8,76.1,
AL,Alabama,18MAY2020,10367,5257,15478,5788,63.5,55.3,71.7,978,421,1535,6.0,3.5,8.5,1571,628,2515,628,70.4,62.4,78.5,
AL,Alabama,19MAY2020,10629,5189,16068,5604,65.7,56.5,74.9,964,474,1454,6.0,3.7,8.2,1634,596,2673,558,74.5,65.7,83.3,
AL,Alabama,20MAY2020,11126,5505,16747,5163,68.6,59.4,77.8,924,447,1402,5.7,3.7,7.7,1702,646,2758,521,77.2,68.5,85.8,
AL,Alabama,21MAY2020,11468,5637,17299,5040,70.2,60.6,79.9,1022,506,1537,6.3,4.2,8.3,1740,665,2815,491,78.2,70.5,85.9,
AL,Alabama,22MAY2020,10967,5087,16848,5329,66.7,56.6,76.8,916,375,1457,5.6,3.4,7.7,1586,577,2595,587,72.1,63.4,80.8,
AL,Alabama,23MAY2020,10449,5057,15841,5901,64.1,56.5,71.7,1125,473,1777,6.9,4.0,9.8,1556,602,2510,568,71.6,64.1,79.0,
AL,Alabama,24MAY2020,10039,4859,15218,6311,61.6,53.7,69.5,1056,472,1639,6.5,3.9,9.0,1520,535,2505,604,69.9,61.1,78.7,
