state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
US,United States,17MAY2020,455765,429373,482157,352487,56.3,55.3,57.4,55483,50459,60506,6.9,6.4,7.3,66095,61150,71040,49463,57.1,55.5,58.8,
US,United States,18MAY2020,467173,439314,495031,344048,57.7,56.7,58.8,57533,52291,62774,7.1,6.6,7.6,66736,61566,71905,49059,57.8,56.1,59.5,
US,United States,19MAY2020,491843,462039,521647,321237,60.5,59.4,61.6,58111,52645,63578,7.2,6.7,7.6,69580,64078,75082,46682,60.1,58.3,61.9,
US,United States,20MAY2020,504570,474820,534320,312081,61.9,60.8,63.0,57287,52452,62123,7.0,6.6,7.4,71023,65583,76463,45377,61.1,59.4,62.9,
US,United States,21MAY2020,502866,472005,533727,308042,61.6,60.4,62.7,56247,51252,61242,6.9,6.5,7.3,71454,65820,77088,41499,61.4,59.7,63.0,
US,United States,22MAY2020,497703,462415,532992,310834,61.4,60.0,62.8,53889,47125,60653,6.6,6.0,7.3,71481,64859,78103,41985,63.4,61.8,65.1,
US,United States,23MAY2020,481444,447273,515616,328008,59.7,58.4,61.1,53478,46023,60933,6.6,5.9,7.4,70590,64104,77076,42790,62.4,60.8,64.0,
US,United States,24MAY2020,466769,438573,494964,345238,57.7,56.6,58.9,52621,48120,57123,6.5,6.1,6.9,68841,63659,74024,45357,60.9,59.2,62.6,
US,United States,25MAY2020,463191,434429,491953,346263,57.0,55.9,58.1,51675,47036,56315,6.4,6.0,6.7,66485,61386,71584,47211,58.1,56.5,59.8,
US,United States,26MAY2020,477842,444900,510784,333120,59.0,57.9,60.1,53509,48552,58467,6.6,6.2,7.0,67277,61237,73317,46237,59.1,57.2,61.0,
US,United States,27MAY2020,504882,468650,541114,302787,62.1,60.8,63.3,52685,46909,58460,6.5,6.0,7.0,70535,63836,77234,41541,62.1,60.1,64.2,
US,United States,28MAY2020,507867,466923,548811,301999,62.7,61.4,64.0,50340,44085,56595,6.2,5.7,6.8,70750,63061,78438,41155,63.1,61.0,65.1,
US,United States,29MAY2020,503029,469094,536963,302894,62.2,61.0,63.4,48344,43371,53317,6.0,5.5,6.4,70655,64350,76961,45373,63.0,61.3,64.7,
US,United States,30MAY2020,479134,448536,509733,327202,59.6,58.4,60.7,45948,41726,50170,5.7,5.3,6.1,69371,63994,74748,41344,60.2,58.5,61.8,
US,United States,31MAY2020,465673,435845,495500,339663,58.0,56.8,59.1,45279,41108,49450,5.6,5.3,6.0,67209,61990,72427,43450,58.2,56.6,59.8,
US,United States,01JUN2020,471989,441918,502060,333193,58.8,57.6,59.9,45500,41381,49618,5.7,5.3,6.0,68095,62872,73317,42605,59.0,57.4,60.6,
US,United States,02JUN2020,493512,462436,524587,311779,61.4,60.3,62.6,45503,41389,49617,5.7,5.3,6.0,70678,65250,76106,39946,61.4,59.7,63.1,
AK,Alaska,01APR2020,596,64,1504,328,49.0,38.6,59.5,44,4,120,4.1,2.2,5.9,83,1,236,67,51.4,9.6,93.2,
AK,Alaska,02APR2020,588,64,1465,336,48.2,40.5,55.8,56,4,158,5.4,2.7,8.0,73,1,202,77,44.8,14.3,75.2,
AK,Alaska,03APR2020,574,64,1428,350,46.6,36.6,56.7,52,4,145,4.9,2.6,7.3,65,1,170,85,39.4,21.2,57.6,
AK,Alaska,04APR2020,590,64,1408,334,48.4,36.0,60.8,17,4,38,1.1,0.0,2.6,68,1,173,82,41.4,20.4,62.5,
AK,Alaska,05APR2020,583,2,1388,642,47.6,31.1,64.1,21,0,59,1.7,0.0,4.9,82,0,211,82,50.1,20.8,79.4,
AK,Alaska,06APR2020,601,19,1453,624,49.0,30.7,67.4,7,0,19,0.6,0.0,1.2,79,1,212,85,48.4,16.5,80.3,
AK,Alaska,07APR2020,541,0,1349,684,44.1,25.9,62.4,8,0,19,0.6,0.0,1.2,73,0,175,91,44.2,29.5,58.9,
AK,Alaska,08APR2020,583,0,1414,642,47.6,30.2,64.9,2,0,6,0.1,0.0,0.5,61,0,155,103,37.4,21.4,53.4,
AK,Alaska,09APR2020,642,0,1531,583,52.4,35.5,69.2,25,0,69,2.1,0.0,6.0,62,0,149,103,37.5,24.8,50.2,
AK,Alaska,10APR2020,555,0,1393,670,52.7,41.3,64.1,25,0,68,2.2,0.1,5.8,51,0,146,113,36.9,21.6,52.2,
AK,Alaska,11APR2020,591,0,1275,461,56.2,41.8,70.6,1,0,9,0.1,0.0,0.8,67,0,160,75,47.0,21.4,72.7,
AK,Alaska,12APR2020,556,1,1244,496,52.8,34.5,71.2,4,0,19,0.4,0.0,1.8,65,0,158,77,45.6,18.1,73.1,
AK,Alaska,13APR2020,545,6,1286,507,51.8,28.0,75.6,5,5,0,0.5,0.5,0.0,79,2,191,63,55.3,29.7,80.9,
AK,Alaska,14APR2020,615,94,1307,437,46.9,25.8,68.1,8,8,0,0.5,0.5,0.0,76,6,182,66,48.4,22.1,74.8,
AK,Alaska,15APR2020,723,111,1416,579,42.6,24.8,60.4,27,23,32,1.5,1.2,1.9,110,30,217,46,40.1,18.7,61.4,
AK,Alaska,16APR2020,666,2,1359,1037,39.1,19.9,58.4,22,2,51,1.3,0.1,2.5,113,2,234,156,41.8,13.7,70.0,
AK,Alaska,17APR2020,640,0,1309,1063,37.6,19.0,56.2,17,0,41,1.0,0.1,1.9,102,0,208,167,38.0,15.7,60.2,
AK,Alaska,18APR2020,612,1,1230,1091,36.0,19.2,52.7,24,0,58,1.4,0.0,2.9,106,4,208,163,39.3,19.6,59.1,
AK,Alaska,19APR2020,608,0,1227,1095,35.7,18.9,52.5,20,0,52,1.2,0.0,2.7,98,4,192,171,36.4,14.1,58.7,
AK,Alaska,20APR2020,629,1,1325,1074,36.9,16.9,56.9,18,0,48,1.1,0.0,2.5,99,1,197,170,36.9,23.4,50.3,
AK,Alaska,21APR2020,655,0,1402,1048,38.5,16.5,60.4,20,0,51,1.2,0.0,2.6,98,2,208,171,36.3,8.4,64.3,
AK,Alaska,22APR2020,720,112,1499,863,42.5,18.1,66.9,33,2,79,2.0,0.0,4.3,98,21,198,127,36.7,8.3,65.1,
AK,Alaska,23APR2020,595,0,1340,988,37.6,14.7,60.5,18,0,44,1.1,0.0,2.6,63,0,152,162,27.8,0.0,56.6,
AK,Alaska,24APR2020,606,147,1065,870,38.3,23.5,53.1,12,0,35,0.7,0.0,1.9,82,12,152,128,36.7,14.7,58.6,
AK,Alaska,25APR2020,508,66,949,969,34.4,19.2,49.6,17,0,41,1.1,0.0,2.6,69,5,133,141,32.8,11.2,54.3,
AK,Alaska,26APR2020,568,72,1063,909,38.4,25.1,51.8,44,0,108,3.0,0.0,6.2,74,0,152,136,35.0,7.5,62.5,
AK,Alaska,27APR2020,619,33,1205,858,41.9,26.4,57.5,51,0,134,3.5,0.0,7.5,71,1,148,139,33.9,18.5,49.4,
AK,Alaska,28APR2020,638,27,1248,839,43.2,28.8,57.6,43,0,111,2.9,0.0,6.1,79,4,154,131,37.6,16.8,58.4,
AK,Alaska,29APR2020,605,28,1181,872,40.9,26.8,55.1,40,0,100,2.7,0.0,5.6,72,0,145,138,34.4,12.3,56.6,
AK,Alaska,30APR2020,496,78,913,981,33.6,20.5,46.6,8,0,20,0.5,0.0,1.3,63,7,120,147,30.2,8.3,52.0,
AK,Alaska,01MAY2020,625,41,1210,851,42.3,30.5,54.2,20,1,46,1.3,0.1,2.6,75,0,153,135,35.6,16.4,54.9,
AK,Alaska,02MAY2020,638,85,1192,838,43.2,32.4,54.1,29,0,71,2.0,0.0,4.0,66,1,131,144,31.6,13.3,49.9,
AK,Alaska,03MAY2020,523,80,966,841,35.2,19.5,50.8,11,2,24,0.7,0.1,1.6,54,6,107,138,25.1,0.1,54.2,
AK,Alaska,04MAY2020,503,34,971,862,36.8,21.1,52.5,7,0,20,0.5,0.0,1.4,66,0,132,126,34.3,6.9,61.6,
AK,Alaska,05MAY2020,539,52,1027,825,39.5,23.3,55.7,6,0,20,0.5,0.0,1.4,62,0,127,130,32.1,0.8,63.3,
AK,Alaska,06MAY2020,615,68,1163,749,45.1,26.7,63.5,12,0,27,0.9,0.0,1.7,64,1,128,128,33.2,6.3,60.1,
AK,Alaska,07MAY2020,625,111,1139,338,46.9,28.0,65.9,12,2,31,0.9,0.0,2.7,59,13,115,20,26.5,2.3,50.7,
AK,Alaska,08MAY2020,537,45,1068,475,55.6,28.0,83.2,5,0,17,0.5,0.0,1.8,57,0,121,36,71.6,56.7,86.4,
AK,Alaska,09MAY2020,469,0,962,627,46.3,20.7,71.9,18,0,49,1.7,0.0,4.3,69,0,155,11,73.8,0.0,73.8,
AK,Alaska,10MAY2020,535,96,994,393,48.5,26.6,70.4,21,7,48,2.0,0.5,4.8,82,18,165,0,100.0,21.7,100.0,
AK,Alaska,11MAY2020,457,0,957,471,49.2,25.8,72.7,11,0,34,1.2,0.0,3.4,57,0,125,22,72.8,55.2,90.3,
AK,Alaska,12MAY2020,477,0,1175,848,51.0,36.7,65.4,14,1,39,1.7,0.7,3.5,63,0,204,124,80.7,64.1,97.3,
AK,Alaska,13MAY2020,772,45,1499,553,58.3,42.7,73.8,24,1,53,1.8,0.1,3.5,128,1,277,59,68.3,53.0,83.6,
AK,Alaska,14MAY2020,776,0,1794,656,58.4,39.9,77.0,16,5,31,1.2,0.7,1.7,131,0,311,71,69.5,44.1,95.0,
AK,Alaska,15MAY2020,846,2,1856,586,59.1,39.8,78.4,8,0,20,0.6,0.1,1.0,130,0,303,72,64.3,49.0,79.5,
AK,Alaska,16MAY2020,832,127,1536,493,58.1,42.8,73.3,11,0,27,0.8,0.0,1.6,135,13,280,53,66.3,54.2,78.4,
AK,Alaska,17MAY2020,755,173,1584,275,57.0,29.9,84.1,14,7,24,1.0,0.5,1.5,125,60,233,0,64.9,44.4,85.4,
AK,Alaska,18MAY2020,556,2,1457,475,53.9,19.2,88.7,7,0,17,0.7,0.2,1.2,65,0,177,24,72.8,52.0,93.5,
AK,Alaska,19MAY2020,570,0,1460,500,55.4,26.7,84.0,11,0,27,1.1,0.5,1.7,68,1,187,26,75.8,44.9,100.0,
AK,Alaska,20MAY2020,645,5,1587,425,60.2,30.2,90.2,11,0,30,1.0,0.2,1.9,70,0,195,24,74.5,41.5,100.0,
AK,Alaska,21MAY2020,634,464,876,0,60.0,45.2,74.8,8,7,10,0.6,0.4,0.9,68,57,92,0,68.3,42.2,100.0,
AK,Alaska,22MAY2020,169,69,414,81,29.0,29.0,29.0,6,0,21,1.5,1.5,1.5,16,6,40,0,36.1,36.1,36.1,
AK,Alaska,23MAY2020,99,0,341,151,39.6,39.6,39.6,3,0,10,1.2,1.2,1.2,10,0,34,4,71.4,71.4,71.4,
AK,Alaska,24MAY2020,111,0,1057,910,38.6,18.1,59.2,5,0,21,1.8,0.9,3.0,9,0,125,71,68.8,67.4,70.2,
AK,Alaska,25MAY2020,607,93,1128,307,59.1,41.2,76.9,11,0,39,1.1,0.0,3.9,63,15,119,2,78.0,63.3,92.7,
AK,Alaska,26MAY2020,532,6,1086,383,58.1,38.4,77.9,17,2,37,1.8,0.2,3.7,40,0,96,25,61.9,39.7,84.1,
AK,Alaska,27MAY2020,574,0,1186,340,62.8,40.2,85.4,15,0,38,1.7,0.0,3.6,43,0,102,22,66.0,45.4,86.7,
AK,Alaska,28MAY2020,594,0,1589,427,64.5,40.2,88.7,16,8,33,1.8,1.0,3.3,45,0,160,35,69.1,55.4,82.7,
AK,Alaska,29MAY2020,678,138,1265,334,66.5,36.4,96.5,13,0,40,1.3,0.0,3.7,65,8,131,28,80.1,62.6,97.6,
AK,Alaska,30MAY2020,508,0,1036,455,50.2,28.0,72.5,16,0,40,1.6,0.0,3.5,55,4,114,24,59.8,47.0,72.7,
AK,Alaska,31MAY2020,499,0,1013,465,49.3,28.1,70.4,14,0,34,1.4,0.0,3.0,50,4,108,29,52.9,20.8,84.9,
AK,Alaska,01JUN2020,410,0,832,553,40.1,26.3,53.9,16,0,40,1.6,0.0,3.5,50,4,109,29,52.9,23.6,82.1,
AK,Alaska,02JUN2020,461,7,914,503,45.3,26.5,64.2,18,0,41,1.7,0.0,3.4,55,4,118,24,60.3,27.3,93.3,
AL,Alabama,15APR2020,8993,5366,12620,7149,55.5,50.6,60.4,876,488,1263,5.4,3.8,7.0,1516,772,2260,783,65.8,60.2,71.4,
AL,Alabama,16APR2020,9058,5358,12757,7121,57.6,52.8,62.3,889,477,1302,5.7,3.9,7.4,1445,701,2190,864,64.9,58.7,71.2,
AL,Alabama,17APR2020,9149,5497,12801,6677,57.9,52.1,63.8,791,161,1421,5.0,1.5,8.5,1504,767,2241,723,67.4,60.3,74.5,
AL,Alabama,18APR2020,8849,5247,12452,7008,55.4,49.6,61.2,712,177,1247,4.5,1.5,7.4,1556,797,2314,687,67.3,60.2,74.4,
AL,Alabama,19APR2020,8856,5256,12455,7018,55.8,50.3,61.3,766,423,1109,4.8,3.3,6.3,1524,784,2265,786,66.0,59.5,72.5,
AL,Alabama,20APR2020,9033,5373,12692,6379,56.7,49.7,63.7,843,355,1332,5.3,2.9,7.7,1579,860,2299,528,69.0,62.3,75.6,
AL,Alabama,21APR2020,9019,5261,12777,6346,58.6,52.8,64.4,826,397,1255,5.4,3.4,7.4,1410,725,2096,701,67.0,59.5,74.5,
AL,Alabama,22APR2020,9361,5482,13241,6055,60.5,54.7,66.4,876,418,1333,5.7,3.4,7.9,1450,693,2207,647,67.8,60.3,75.4,
AL,Alabama,23APR2020,9373,5378,13368,6052,61.0,54.9,67.2,819,314,1323,5.3,2.9,7.8,1459,644,2274,646,69.6,62.1,77.2,
AL,Alabama,24APR2020,9462,5239,13686,6372,61.2,54.7,67.8,832,390,1274,5.4,3.3,7.5,1507,657,2357,654,71.7,64.6,78.8,
AL,Alabama,25APR2020,9577,5102,14053,6643,60.4,53.6,67.1,841,403,1280,5.3,3.3,7.3,1552,644,2461,665,71.9,62.9,80.9,
AL,Alabama,26APR2020,9517,5218,13817,6527,59.4,53.0,65.7,843,371,1316,5.3,3.1,7.4,1504,685,2322,701,67.7,61.0,74.4,
AL,Alabama,27APR2020,9568,5452,13685,6494,59.5,52.3,66.7,931,338,1524,5.8,2.9,8.7,1579,686,2472,606,71.8,61.6,82.0,
AL,Alabama,28APR2020,9513,5317,13709,6520,59.0,52.8,65.1,875,333,1418,5.4,2.7,8.1,1564,687,2441,615,71.7,63.2,80.3,
AL,Alabama,29APR2020,9905,5576,14235,6304,61.0,53.9,68.1,919,503,1336,5.7,3.9,7.4,1532,711,2353,651,70.3,61.3,79.3,
AL,Alabama,30APR2020,9700,5347,14053,6247,60.7,52.6,68.9,877,419,1334,5.5,3.4,7.5,1498,663,2333,695,68.3,59.6,76.9,
AL,Alabama,01MAY2020,9582,5114,14049,6447,59.9,51.8,68.0,980,359,1601,6.1,3.2,9.1,1511,645,2376,645,69.1,59.1,79.2,
AL,Alabama,02MAY2020,9264,4942,13586,6673,58.1,49.3,66.9,1071,485,1658,6.7,4.0,9.4,1474,625,2323,681,68.4,59.6,77.2,
AL,Alabama,03MAY2020,9320,4799,13841,6599,58.5,48.7,68.4,1051,526,1575,6.6,4.1,9.1,1479,644,2313,705,67.9,59.0,76.8,
AL,Alabama,04MAY2020,9535,5159,13912,6466,59.6,50.6,68.5,1000,393,1607,6.2,3.1,9.4,1500,638,2363,651,69.8,58.5,81.0,
AL,Alabama,05MAY2020,10119,5360,14877,6048,63.1,55.5,70.7,1027,515,1539,6.4,4.3,8.5,1546,640,2453,618,71.8,61.3,82.3,
AL,Alabama,06MAY2020,10469,5102,15835,5952,64.7,56.1,73.3,929,402,1456,5.7,3.6,7.9,1573,543,2604,600,71.7,62.3,81.0,
AL,Alabama,07MAY2020,10571,5015,16127,5306,64.5,53.9,75.2,965,176,1755,5.9,2.1,9.7,1568,457,2680,505,72.0,59.9,84.2,
AL,Alabama,08MAY2020,9892,4370,15415,5431,62.2,50.6,73.7,1003,441,1565,6.3,4.0,8.6,1494,533,2455,283,73.1,59.9,86.3,
AL,Alabama,09MAY2020,8714,4384,13044,6739,57.4,49.3,65.6,949,428,1471,6.3,3.9,8.6,1270,387,2153,625,71.2,58.3,84.2,
AL,Alabama,10MAY2020,9345,4645,14046,6650,60.6,51.8,69.5,939,412,1466,6.1,3.9,8.3,1360,431,2289,777,72.1,62.7,81.5,
AL,Alabama,11MAY2020,9736,4811,14661,6414,60.7,52.1,69.2,928,381,1475,5.8,3.3,8.3,1588,596,2580,566,74.2,65.0,83.4,
